Species,Endemicity
Pseudomys shortridgei,Continental_and_insular
Pseudomys albocinereus,Continental_and_insular
Pseudomys delicatulus,Continental_and_insular
Pseudomys desertor,Continental_and_insular
Pseudomys hermannsburgensis,Continental_and_insular
Pseudomys nanus,Continental_and_insular
Tragelaphus spekii,Continental_and_insular
Tragelaphus scriptus,Continental_and_insular
Hylaeamys megacephalus,Continental_and_insular
Erinaceus europaeus,Continental_and_insular
Crocidura leucodon,Continental_and_insular
Crocidura russula,Continental_and_insular
Crocidura voi,Continental_and_insular
Sorex daphaenodon,Continental_and_insular
Marmota monax,Continental_and_insular
Sorex gracillimus,Continental_and_insular
Sorex monticolus,Continental_and_insular
Sorex palustris,Continental_and_insular
Scalopus aquaticus,Continental_and_insular
Ursus arctos,Continental_and_insular
Peromyscus fraterculus,Continental_and_insular
Sigmodon hirsutus,Continental_and_insular
Dipodomys simulans,Continental_and_insular
Necromys benefactus,Continental_and_insular
Lemmus trimucronatus,Continental_and_insular
Nannospalax leucodon,Continental_and_insular
Neotoma lepida,Continental_and_insular
Nesokia indica,Continental_and_insular
Niviventer confucianus,Continental_and_insular
Niviventer fulvescens,Continental_and_insular
Oecomys speciosus,Continental_and_insular
Eutamias sibiricus,Continental_and_insular
Hydromys chrysogaster,Continental_and_insular
Akodon azarae,Continental_and_insular
Akodon iniscatus,Continental_and_insular
Abrothrix longipilis,Continental_and_insular
Akodon molinae,Continental_and_insular
Aethomys chrysophilus,Continental_and_insular
Alticola lemminus,Continental_and_insular
Anomalurus derbianus,Continental_and_insular
Apodemus draco,Continental_and_insular
Apodemus flavicollis,Continental_and_insular
Arvicola amphibius,Continental_and_insular
Atherurus africanus,Continental_and_insular
Loxodontomys micropus,Continental_and_insular
Bandicota bengalensis,Continental_and_insular
Bandicota indica,Continental_and_insular
Berylmys bowersi,Continental_and_insular
Callosciurus notatus,Continental_and_insular
Calomys callosus,Continental_and_insular
Calomys hummelincki,Continental_and_insular
Calomys musculinus,Continental_and_insular
Castor fiber,Continental_and_insular
Chaetodipus spinatus,Continental_and_insular
Chiropodomys gliroides,Continental_and_insular
Myodes rutilus,Continental_and_insular
Madromys blanfordi,Continental_and_insular
Cricetomys emini,Continental_and_insular
Cricetomys gambianus,Continental_and_insular
Cricetulus barabensis,Continental_and_insular
Euneomys petersoni,Continental_and_insular
Deomys ferrugineus,Continental_and_insular
Funambulus palmarum,Continental_and_insular
Dicrostonyx torquatus,Continental_and_insular
Dremomys pernyi,Continental_and_insular
Dremomys pyrrhomerus,Continental_and_insular
Dryomys nitedula,Continental_and_insular
Eothenomys melanogaster,Continental_and_insular
Grammomys kuru,Continental_and_insular
Graphiurus crassicaudatus,Continental_and_insular
Gerbillus nigeriae,Continental_and_insular
Glaucomys volans,Continental_and_insular
Golunda ellioti,Continental_and_insular
Grammomys caniceps,Continental_and_insular
Graphiurus lorraineus,Continental_and_insular
Graphiurus murinus,Continental_and_insular
Graphiurus ocularis,Continental_and_insular
Heliosciurus rufobrachium,Continental_and_insular
Heliosciurus undulatus,Continental_and_insular
Lundomys molitor,Continental_and_insular
Hylopetes spadiceus,Continental_and_insular
Lagurus lagurus,Continental_and_insular
Hystrix brachyura,Continental_and_insular
Hystrix indica,Continental_and_insular
Iomys horsfieldii,Continental_and_insular
Irenomys tarsalis,Continental_and_insular
Isoodon auratus,Continental_and_insular
Lasiopodomys mandarinus,Continental_and_insular
Lemmus sibiricus,Continental_and_insular
Lenothrix canus,Continental_and_insular
Leopoldamys edwardsi,Continental_and_insular
Lophuromys nudicaudus,Continental_and_insular
Malacomys longipes,Continental_and_insular
Microtus guentheri,Continental_and_insular
Microtus townsendii,Continental_and_insular
Melomys burtoni,Continental_and_insular
Meriones tristrami,Continental_and_insular
Micromys minutus,Continental_and_insular
Microtus agrestis,Continental_and_insular
Microtus fortis,Continental_and_insular
Microtus gregalis,Continental_and_insular
Microtus oeconomus,Continental_and_insular
Microtus pennsylvanicus,Continental_and_insular
Microtus middendorffii,Continental_and_insular
Millardia meltada,Continental_and_insular
Mus booduga,Continental_and_insular
Mus caroli,Continental_and_insular
Mus macedonicus,Continental_and_insular
Sicista betulina,Continental_and_insular
Mus spretus,Continental_and_insular
Mus spicilegus,Continental_and_insular
Myopus schisticolor,Continental_and_insular
Mus terricolor,Continental_and_insular
Muscardinus avellanarius,Continental_and_insular
Myocastor coypus,Continental_and_insular
Myosciurus pumilio,Continental_and_insular
Nectomys palmipes,Continental_and_insular
Neotoma albigula,Continental_and_insular
Notomys mitchellii,Continental_and_insular
Oligoryzomys longicaudatus,Continental_and_insular
Oryzomys couesi,Continental_and_insular
Handleyomys rostratus,Continental_and_insular
Dipodomys merriami,Continental_and_insular
Peromyscus eremicus,Continental_and_insular
Paraxerus palliatus,Continental_and_insular
Sorex samniticus,Continental_and_insular
Paraxerus poensis,Continental_and_insular
Peromyscus boylii,Continental_and_insular
Peromyscus crinitus,Continental_and_insular
Petaurista alborufus,Continental_and_insular
Petaurista petaurista,Continental_and_insular
Petinomys vordermanni,Continental_and_insular
Pogonomys macrourus,Continental_and_insular
Praomys morio,Continental_and_insular
Protoxerus stangeri,Continental_and_insular
Pteromys volans,Continental_and_insular
Rattus argentiventer,Continental_and_insular
Rattus exulans,Continental_and_insular
Rattus leucopus,Continental_and_insular
Rattus fuscipes,Continental_and_insular
Rattus losea,Continental_and_insular
Rattus rattus,Continental_and_insular
Rattus lutreolus,Continental_and_insular
Rattus nitidus,Continental_and_insular
Rattus andamanensis,Continental_and_insular
Neomys anomalus,Continental_and_insular
Neomys fodiens,Continental_and_insular
Sorex araneus,Continental_and_insular
Sorex coronatus,Continental_and_insular
Sorex isodon,Continental_and_insular
Sorex minutissimus,Continental_and_insular
Sorex minutus,Continental_and_insular
Rattus sordidus,Continental_and_insular
Rattus tanezumi,Continental_and_insular
Rattus tunneyi,Continental_and_insular
Rattus villosissimus,Continental_and_insular
Reithrodon auritus,Continental_and_insular
Cebus albifrons,Continental_and_insular
Rhipidomys mastacalis,Continental_and_insular
Rhizomys pruinosus,Continental_and_insular
Rhizomys sumatrensis,Continental_and_insular
Sciurus anomalus,Continental_and_insular
Sciurus granatensis,Continental_and_insular
Sciurus vulgaris,Continental_and_insular
Steatomys krebsii,Continental_and_insular
Crocidura nanilla,Continental_and_insular
Glis glis,Continental_and_insular
Erinaceus amurensis,Continental_and_insular
Erinaceus concolor,Continental_and_insular
Hemiechinus auritus,Continental_and_insular
Crocidura cyanea,Continental_and_insular
Isoodon obesulus,Continental_and_insular
Perameles nasuta,Continental_and_insular
Paraechinus hypomelas,Continental_and_insular
Hylomys suillus,Continental_and_insular
Chimarrogale himalayica,Continental_and_insular
Crocidura dolichura,Continental_and_insular
Crocidura fuliginosa,Continental_and_insular
Crocidura poensis,Continental_and_insular
Crocidura nigeriae,Continental_and_insular
Crocidura parvipes,Continental_and_insular
Sorex unguiculatus,Continental_and_insular
Sorex vagrans,Continental_and_insular
Sorex cinereus,Continental_and_insular
Blarina brevicauda,Continental_and_insular
Condylura cristata,Continental_and_insular
Ammospermophilus leucurus,Continental_and_insular
Oryzomys palustris,Continental_and_insular
Tamias striatus,Continental_and_insular
Tamiasciurus hudsonicus,Continental_and_insular
Zapus hudsonius,Continental_and_insular
Dicrostonyx groenlandicus,Continental_and_insular
Dicrostonyx hudsonius,Continental_and_insular
Microtus pinetorum,Continental_and_insular
Synaptomys cooperi,Continental_and_insular
Erinaceus roumanicus,Continental_and_insular
Peromyscus keeni,Continental_and_insular
Apodemus witherbyi,Continental_and_insular
Akodon montensis,Continental_and_insular
Meriones grandis,Continental_and_insular
Pedetes surdaster,Continental_and_insular
Arvicola scherman,Continental_and_insular
Praomys tullbergi,Continental_and_insular
Pseudomys australis,Continental_and_insular
Nannospalax xanthodon,Continental_and_insular
Ursus thibetanus,Continental_and_insular
Ursus americanus,Continental_and_insular
Chionomys nivalis,Continental_and_insular
Crocidura viaria,Continental_and_insular
Myodes glareolus,Continental_and_insular
Sorex tundrensis,Continental_and_insular
Mustela lutreola,Continental_and_insular
Petrogale concinna,Continental_and_insular
Nesotragus moschatus,Continental_and_insular
Niviventer cremoriventer,Continental_and_insular
Niviventer tenaster,Continental_and_insular
Notomys aquilo,Continental_and_insular
Nyctereutes procyonoides,Continental_and_insular
Proechimys semispinosus,Continental_and_insular
Perameles bougainville,Continental_and_insular
Perameles gunnii,Continental_and_insular
Ochotona pusilla,Continental_and_insular
Oecomys trinitatis,Continental_and_insular
Leopardus colocolo,Continental_and_insular
Leopardus guigna,Continental_and_insular
Ondatra zibethicus,Continental_and_insular
Onychogalea fraenata,Continental_and_insular
Oryzomys gorgasi,Continental_and_insular
Otolemur garnettii,Continental_and_insular
Petaurus breviceps,Continental_and_insular
Ourebia ourebi,Continental_and_insular
Peromyscus eva,Continental_and_insular
Peromyscus maniculatus,Continental_and_insular
Pardofelis marmorata,Continental_and_insular
Petaurista elegans,Continental_and_insular
Petaurus norfolcensis,Continental_and_insular
Petinomys fuscocapillus,Continental_and_insular
Petinomys setosus,Continental_and_insular
Petrogale persephone,Continental_and_insular
Petrogale lateralis,Continental_and_insular
Phascogale pirata,Continental_and_insular
Phascogale tapoatafa,Continental_and_insular
Phascolarctos cinereus,Continental_and_insular
Rhipidomys venezuelae,Continental_and_insular
Presbytis femoralis,Continental_and_insular
Presbytis siamensis,Continental_and_insular
Prionailurus bengalensis,Continental_and_insular
Prionailurus planiceps,Continental_and_insular
Prionailurus rubiginosus,Continental_and_insular
Prionailurus viverrinus,Continental_and_insular
Trinomys iheringi,Continental_and_insular
Trinomys dimidiatus,Continental_and_insular
Proechimys trinitatis,Continental_and_insular
Pseudantechinus mimulus,Continental_and_insular
Pseudomys novaehollandiae,Continental_and_insular
Pseudomys occidentalis,Continental_and_insular
Pseudomys fieldi,Continental_and_insular
Mastacomys fuscus,Continental_and_insular
Pseudomys gracilicaudatus,Continental_and_insular
Pseudomys higginsi,Continental_and_insular
Pteromyscus pulverulentus,Continental_and_insular
Trachypithecus obscurus,Continental_and_insular
Rattus annandalei,Continental_and_insular
Pudu puda,Continental_and_insular
Puma concolor,Continental_and_insular
Rattus colletti,Continental_and_insular
Ratufa bicolor,Continental_and_insular
Ratufa macroura,Continental_and_insular
Rhinoceros sondaicus,Continental_and_insular
Rhipidomys couesi,Continental_and_insular
Rhynchocyon petersi,Continental_and_insular
Rhyncholestes raphanurus,Continental_and_insular
Sylvilagus transitionalis,Continental_and_insular
Sciurus aestuans,Continental_and_insular
Setonix brachyurus,Continental_and_insular
Sigmodon peruanus,Continental_and_insular
Sicista caudata,Continental_and_insular
Sminthopsis archeri,Continental_and_insular
Sminthopsis butleri,Continental_and_insular
Sminthopsis leucopus,Continental_and_insular
Spilocuscus maculatus,Continental_and_insular
Urocitellus parryii,Continental_and_insular
Ptilocercus lowii,Continental_and_insular
Otospermophilus variegatus,Continental_and_insular
Sundasciurus lowii,Continental_and_insular
Tupaia glis,Continental_and_insular
Suncus montanus,Continental_and_insular
Sundasciurus tenuis,Continental_and_insular
Sylvisorex isabellae,Continental_and_insular
Tamandua tetradactyla,Continental_and_insular
Tamiops maritimus,Continental_and_insular
Tapirus indicus,Continental_and_insular
Tapirus terrestris,Continental_and_insular
Gerbilliscus kempi,Continental_and_insular
Tatera indica,Continental_and_insular
Trachypithecus cristatus,Continental_and_insular
Trachypithecus poliocephalus,Continental_and_insular
Trichys fasciculata,Continental_and_insular
Marmosa robinsoni,Continental_and_insular
Uromys caudimaculatus,Continental_and_insular
Antechinus bellus,Continental_and_insular
Vandeleuria oleracea,Continental_and_insular
Vulpes vulpes,Continental_and_insular
Xeromys myoides,Continental_and_insular
Mazama americana,Continental_and_insular
Mazama gouazoubira,Continental_and_insular
Wyulda squamicaudata,Continental_and_insular
Zenkerella insignis,Continental_and_insular
Zygodontomys brevicauda,Continental_and_insular
Zyzomys argurus,Continental_and_insular
Atelerix algirus,Continental_and_insular
Crocidura suaveolens,Continental_and_insular
Sorex alpinus,Continental_and_insular
Sorex caecutiens,Continental_and_insular
Suncus etruscus,Continental_and_insular
Meles meles,Continental_and_insular
Mustela erminea,Continental_and_insular
Martes foina,Continental_and_insular
Ovibos moschatus,Continental_and_insular
Rangifer tarandus,Continental_and_insular
Alouatta guariba,Continental_and_insular
Didelphis marsupialis,Continental_and_insular
Nycticebus coucang,Continental_and_insular
Nycticebus bengalensis,Continental_and_insular
Sminthopsis virginiae,Continental_and_insular
Trachypithecus germaini,Continental_and_insular
Isoodon macrourus,Continental_and_insular
Trichosurus caninus,Continental_and_insular
Alouatta palliata,Continental_and_insular
Sapajus apella,Continental_and_insular
Ornithorhynchus anatinus,Continental_and_insular
Marmosa mexicana,Continental_and_insular
Marmosa murina,Continental_and_insular
Antechinus flavipes,Continental_and_insular
Paraechinus aethiopicus,Continental_and_insular
Philander opossum,Continental_and_insular
Thylamys elegans,Continental_and_insular
Antechinus minimus,Continental_and_insular
Dasykaluta rosamondae,Continental_and_insular
Planigale maculata,Continental_and_insular
Sminthopsis dolichura,Continental_and_insular
Pseudantechinus ningbing,Continental_and_insular
Sarcophilus harrisii,Continental_and_insular
Sminthopsis crassicaudata,Continental_and_insular
Lasiorhinus latifrons,Continental_and_insular
Vombatus ursinus,Continental_and_insular
Macropus agilis,Continental_and_insular
Macropus antilopinus,Continental_and_insular
Macropus fuliginosus,Continental_and_insular
Galagoides thomasi,Continental_and_insular
Macropus robustus,Continental_and_insular
Macropus rufogriseus,Continental_and_insular
Petrogale brachyotis,Continental_and_insular
Petrogale assimilis,Continental_and_insular
Thylogale billardierii,Continental_and_insular
Thylogale stigmatica,Continental_and_insular
Cercartetus nanus,Continental_and_insular
Cercartetus lepidus,Continental_and_insular
Petropseudes dahli,Continental_and_insular
Pseudocheirus peregrinus,Continental_and_insular
Crocidura pachyura,Continental_and_insular
Acrobates pygmaeus,Continental_and_insular
Trichosurus vulpecula,Continental_and_insular
Oreamnos americanus,Continental_and_insular
Chrysochloris asiatica,Continental_and_insular
Echinosorex gymnura,Continental_and_insular
Hemiechinus collaris,Continental_and_insular
Paraechinus micropus,Continental_and_insular
Crocidura attenuata,Continental_and_insular
Pseudantechinus bilarni,Continental_and_insular
Alouatta macconnelli,Continental_and_insular
Galagoides demidoff,Continental_and_insular
Lepus capensis,Continental_and_insular
Lepus europaeus,Continental_and_insular
Lepus alleni,Continental_and_insular
Lepus americanus,Continental_and_insular
Lepus arcticus,Continental_and_insular
Lepus nigricollis,Continental_and_insular
Lepus sinensis,Continental_and_insular
Tachyglossus aculeatus,Continental_and_insular
Sylvilagus floridanus,Continental_and_insular
Sylvilagus palustris,Continental_and_insular
Lepus corsicanus,Continental_and_insular
Lepus granatensis,Continental_and_insular
Lepus tolai,Continental_and_insular
Crocidura monticola,Continental_and_insular
Crocidura horsfieldii,Continental_and_insular
Crocidura turba,Continental_and_insular
Tupaia minor,Continental_and_insular
Suncus murinus,Continental_and_insular
Suncus stoliczkanus,Continental_and_insular
Sylvisorex johnstoni,Continental_and_insular
Mogera insularis,Continental_and_insular
Talpa caeca,Continental_and_insular
Talpa europaea,Continental_and_insular
Talpa occidentalis,Continental_and_insular
Talpa stankovici,Continental_and_insular
Galeopterus variegatus,Continental_and_insular
Tupaia belangeri,Continental_and_insular
Herpestes fuscus,Continental_and_insular
Antechinus swainsonii,Continental_and_insular
Potorous tridactylus,Continental_and_insular
Herpestes ichneumon,Continental_and_insular
Macropus eugenii,Continental_and_insular
Callithrix jacchus,Continental_and_insular
Melogale moschata,Continental_and_insular
Macropus giganteus,Continental_and_insular
Galictis cuja,Continental_and_insular
Petrogale inornata,Continental_and_insular
Petrogale rothschildi,Continental_and_insular
Saguinus geoffroyi,Continental_and_insular
Eira barbara,Continental_and_insular
Martes flavigula,Continental_and_insular
Bassariscus astutus,Continental_and_insular
Procyon lotor,Continental_and_insular
Martes pennanti,Continental_and_insular
Martes zibellina,Continental_and_insular
Mustela kathiah,Continental_and_insular
Mustela nudipes,Continental_and_insular
Lycalopex fulvipes,Continental_and_insular
Nandinia binotata,Continental_and_insular
Atilax paludinosus,Continental_and_insular
Mustela putorius,Continental_and_insular
Mustela sibirica,Continental_and_insular
Bdeogale crassicauda,Continental_and_insular
Herpestes brachyurus,Continental_and_insular
Herpestes edwardsii,Continental_and_insular
Herpestes smithii,Continental_and_insular
Herpestes urva,Continental_and_insular
Herpestes vitticollis,Continental_and_insular
Ichneumia albicauda,Continental_and_insular
Mungos mungo,Continental_and_insular
Martes americana,Continental_and_insular
Nasua narica,Continental_and_insular
Nasua nasua,Continental_and_insular
Procyon cancrivorus,Continental_and_insular
Arctictis binturong,Continental_and_insular
Hemigalus derbyanus,Continental_and_insular
Arctogalidia trivirgata,Continental_and_insular
Paguma larvata,Continental_and_insular
Paradoxurus hermaphroditus,Continental_and_insular
Civettictis civetta,Continental_and_insular
Cervus nippon,Continental_and_insular
Genetta maculata,Continental_and_insular
Poiana richardsonii,Continental_and_insular
Prionodon linsang,Continental_and_insular
Genetta servalina,Continental_and_insular
Viverra tangalunga,Continental_and_insular
Potamochoerus larvatus,Continental_and_insular
Viverra zibetha,Continental_and_insular
Viverricula indica,Continental_and_insular
Sus scrofa,Continental_and_insular
Equus ferus,Continental_and_insular
Sus barbatus,Continental_and_insular
Pecari tajacu,Continental_and_insular
Tayassu pecari,Continental_and_insular
Tragulus napu,Continental_and_insular
Axis porcinus,Continental_and_insular
Axis axis,Continental_and_insular
Rusa unicolor,Continental_and_insular
Muntiacus muntjak,Continental_and_insular
Muntiacus reevesi,Continental_and_insular
Capreolus pygargus,Continental_and_insular
Rhinosciurus laticaudatus,Continental_and_insular
Sciurus carolinensis,Continental_and_insular
Dicrostonyx nelsoni,Continental_and_insular
Sapajus robustus,Continental_and_insular
Loris lydekkerianus,Continental_and_insular
Anomalurus beecrofti,Continental_and_insular
Leopoldamys ciliatus,Continental_and_insular
Microtus liechtensteini,Continental_and_insular
Crocidura tanakae,Continental_and_insular
Genetta poensis,Continental_and_insular
Dendrohyrax validus,Continental_and_insular
Oxymycterus dasytrichus,Continental_and_insular
Sorex antinorii,Continental_and_insular
Apodemus epimelas,Continental_and_insular
Ateles fusciceps,Continental_and_insular
Semnopithecus priam,Continental_and_insular
Crocidura wuchihensis,Continental_and_insular
Sapajus flavius,Continental_and_insular
Hylopetes platyurus,Continental_and_insular
Chlorocebus sabaeus,Continental_and_insular
Chlorocebus pygerythrus,Continental_and_insular
Tragulus kanchil,Continental_and_insular
Phalanger mimicus,Continental_and_insular
Muntiacus vaginalis,Continental_and_insular
Reithrodon typicus,Continental_and_insular
Pseudantechinus roryi,Continental_and_insular
Bdeogale omnivora,Continental_and_insular
Cryptonanus guahybae,Continental_and_insular
Crocidura negligens,Continental_and_insular
Crocidura rapax,Continental_and_insular
Chaetodipus rudinoris,Continental_and_insular
Cercopithecus campbelli,Continental_and_insular
Alces alces,Continental_and_insular
Maxomys tajuddinii,Continental_and_insular
Herpestes javanicus,Continental_and_insular
Cervus elaphus,Continental_and_insular
Felis silvestris,Continental_and_insular
Mustela nivalis,Continental_and_insular
Ochotona hyperborea,Continental_and_insular
Dasyprocta leporina,Continental_and_insular
Monodelphis americana,Continental_and_insular
Coendou prehensilis,Continental_and_insular
Deltamys kempi,Continental_and_insular
Aeromys tephromelas,Continental_and_insular
Abrothrix sanborni,Continental_and_insular
Vulpes lagopus,Continental_and_insular
Aotus griseimembra,Continental_and_insular
Petaurista philippensis,Continental_and_insular
Atherurus macrourus,Continental_and_insular
Bettongia lesueur,Continental_and_insular
Belomys pearsonii,Continental_and_insular
Bettongia gaimardi,Continental_and_insular
Bettongia penicillata,Continental_and_insular
Bibimys torresi,Continental_and_insular
Bos javanicus,Continental_and_insular
Bubalus arnee,Continental_and_insular
Graphiurus microtis,Continental_and_insular
Callosciurus finlaysonii,Continental_and_insular
Callosciurus prevostii,Continental_and_insular
Callosciurus caniceps,Continental_and_insular
Callosciurus erythraeus,Continental_and_insular
Callithrix aurita,Continental_and_insular
Callithrix geoffroyi,Continental_and_insular
Callosciurus nigrovittatus,Continental_and_insular
Caluromys philander,Continental_and_insular
Canis aureus,Continental_and_insular
Canis lupus,Continental_and_insular
Capra aegagrus,Continental_and_insular
Capricornis sumatraensis,Continental_and_insular
Capricornis milneedwardsii,Continental_and_insular
Caracal caracal,Continental_and_insular
Catopuma temminckii,Continental_and_insular
Castor canadensis,Continental_and_insular
Cavia fulgida,Continental_and_insular
Cavia tschudii,Continental_and_insular
Melonycteris melanops,Insular
Chiroderma improvisum,Insular
Chaerephon bregullae,Insular
Chaerephon solomonis,Insular
Chaerephon tomensis,Insular
Melonycteris woodfordi,Insular
Chalinolobus neocaledonicus,Insular
Chalinolobus tuberculatus,Insular
Cheiromeles parvidens,Insular
Coelops hirsutus,Insular
Pipistrellus endoi,Insular
Coleura seychellensis,Insular
Cynopterus nusatenggara,Insular
Pteropus anetianus,Insular
Emballonura semicaudata,Insular
Emballonura alecto,Insular
Pteropus personatus,Insular
Rousettus celebensis,Insular
Dobsonia exoleta,Insular
Cynopterus titthaecheilus,Insular
Dobsonia praedatrix,Insular
Dobsonia peronii,Insular
Dobsonia chapmani,Insular
Monophyllus plethodon,Insular
Dobsonia minor,Insular
Dobsonia beauforti,Insular
Dobsonia emersa,Insular
Dobsonia pannietensis,Insular
Dobsonia inermis,Insular
Dobsonia viridis,Insular
Emballonura raffrayana,Insular
Eidolon dupreanum,Insular
Emballonura furax,Insular
Emballonura beccarii,Insular
Emballonura dianae,Insular
Paremballonura atrata,Insular
Eonycteris major,Insular
Eptesicus guadeloupensis,Insular
Erophylla sezekorni,Insular
Hipposideros dinops,Insular
Pteropus hypomelanus,Insular
Glischropus javanus,Insular
Haplonycteris fischeri,Insular
Harpyionycteris whiteheadi,Insular
Hipposideros papua,Insular
Hesperoptenus gaskelli,Insular
Notopteris macdonaldi,Insular
Hipposideros breviceps,Insular
Hipposideros calcaratus,Insular
Hipposideros commersoni,Insular
Hipposideros coronatus,Insular
Hipposideros corynophyllus,Insular
Hipposideros coxi,Insular
Hipposideros crumeniferus,Insular
Hipposideros demissus,Insular
Pteropus tonganus,Insular
Hipposideros edwardshilli,Insular
Hipposideros inexpectatus,Insular
Hipposideros muscinus,Insular
Hipposideros macrobullatus,Insular
Hipposideros madurae,Insular
Hipposideros maggietaylorae,Insular
Hipposideros obscurus,Insular
Hipposideros pygmaeus,Insular
Hipposideros sorenseni,Insular
Hipposideros sumbae,Insular
Hipposideros wollastoni,Insular
Kerivoula agnella,Insular
Kerivoula myrella,Insular
Kerivoula muscina,Insular
Lasiurus ebenus,Insular
Nyctimene major,Insular
Murina ryukyuana,Insular
Megaerops kusnotoi,Insular
Melonycteris fardoulisi,Insular
Monophyllus redmani,Insular
Mops sarasinorum,Insular
Mormoops blainvillei,Insular
Mormopterus doriae,Insular
Mosia nigrescens,Insular
Mormopterus jugularis,Insular
Mormopterus minutus,Insular
Myonycteris brachycephala,Insular
Murina puta,Insular
Murina tenebrosa,Insular
Acerodon humilis,Insular
Neopteryx frosti,Insular
Pteropus ocularis,Insular
Pteropus fundatus,Insular
Pteropus gilliardorum,Insular
Pteropus griseus,Insular
Myotis dominicensis,Insular
Myotis findleyi,Insular
Myotis goudoti,Insular
Myotis macrotarsus,Insular
Myotis oreias,Insular
Myotis pruinosus,Insular
Myotis stalkeri,Insular
Mystacina robusta,Insular
Mystacina tuberculata,Insular
Myzopoda aurita,Insular
Nyctiellus lepidus,Insular
Chilonatalus micropus,Insular
Natalus stramineus,Insular
Chilonatalus tumidifrons,Insular
Nyctalus azoreum,Insular
Nycteris javanica,Insular
Nyctimene rabori,Insular
Nyctimene aello,Insular
Nyctimene cyclotis,Insular
Nyctimene draconilla,Insular
Nyctimene malaitensis,Insular
Nyctimene albiventer,Insular
Nyctimene minutus,Insular
Nyctimene masalai,Insular
Nyctimene sanctacrucis,Insular
Nyctimene cephalotes,Insular
Nyctimene certans,Insular
Nyctimene vizcaccia,Insular
Nyctophilus heran,Insular
Nyctophilus howensis,Insular
Nyctophilus microdon,Insular
Nyctophilus microtis,Insular
Nyctophilus sherrini,Insular
Pteropus tuberculatus,Insular
Otomops formosus,Insular
Otomops johnstonei,Insular
Otomops papuensis,Insular
Otomops secundus,Insular
Otopteropus cartilagonodus,Insular
Ptenochirus jagori,Insular
Paranyctimene raptor,Insular
Pharotis imogene,Insular
Pteropus dasymallus,Insular
Phyllonycteris aphylla,Insular
Phyllonycteris poeyi,Insular
Phyllops falcatus,Insular
Pipistrellus angulatus,Insular
Pipistrellus maderensis,Insular
Hypsugo kitcheneri,Insular
Pipistrellus collinus,Insular
Pipistrellus imbricatus,Insular
Pipistrellus minahassae,Insular
Pipistrellus papuanus,Insular
Falsistrellus petersi,Insular
Pipistrellus wattsi,Insular
Plecotus teneriffae,Insular
Plecotus taivanus,Insular
Pteropus pohlei,Insular
Pteropus pselaphon,Insular
Pteropus pumilus,Insular
Ptenochirus minor,Insular
Pteropus admiralitatum,Insular
Pteronotus macleayii,Insular
Mirimiri acrodonta,Insular
Pteralopex anceps,Insular
Pteralopex atrata,Insular
Pteralopex pulchra,Insular
Pteronotus quadridens,Insular
Pteropus aldabrensis,Insular
Rhinolophus cognatus,Insular
Pteropus caniceps,Insular
Pteropus faunulus,Insular
Pteropus howensis,Insular
Pteropus niger,Insular
Pteropus leucopterus,Insular
Pteropus lombocensis,Insular
Pteropus livingstonii,Insular
Pteropus macrotis,Insular
Pteropus mahaganus,Insular
Pteropus mariannus,Insular
Pteropus melanopogon,Insular
Pteropus melanotus,Insular
Pteropus neohibernicus,Insular
Pteropus molossinus,Insular
Pteropus samoensis,Insular
Pteropus nitendiensis,Insular
Pteropus ornatus,Insular
Pteropus rayneri,Insular
Pteropus speciosus,Insular
Pteropus seychellensis,Insular
Pteropus rodricensis,Insular
Pteropus rufus,Insular
Pteropus temminckii,Insular
Pteropus vetulus,Insular
Pteropus voeltzkowi,Insular
Pteropus woodfordi,Insular
Pteropus loochoensis,Insular
Rhinolophus creaghi,Insular
Rhinolophus arcuatus,Insular
Rhinolophus canuti,Insular
Rhinolophus celebensis,Insular
Rhinolophus euryotis,Insular
Rhinolophus inops,Insular
Rhinolophus nereis,Insular
Rhinolophus rufus,Insular
Rhinolophus subrufus,Insular
Rhinolophus virgo,Insular
Rhinolophus keyensis,Insular
Rousettus bidens,Insular
Rousettus madagascariensis,Insular
Rousettus spinalatus,Insular
Rousettus obliviosus,Insular
Scotophilus borbonicus,Insular
Scotophilus celebensis,Insular
Scotophilus robustus,Insular
Stenoderma rufum,Insular
Styloctenium wallacei,Insular
Syconycteris hobbit,Insular
Syconycteris carolinae,Insular
Taphozous achates,Insular
Thoopterus nigrescens,Insular
Paratriaenops furculus,Insular
Myotis yanbarensis,Insular
Pteralopex taki,Insular
Mops leucostigma,Insular
Paratriaenops auritus,Insular
Triaenops rufus,Insular
Neoromicia matroka,Insular
Myotis gomantongensis,Insular
Nycteris madagascariensis,Insular
Arielulus torquatus,Insular
Arielulus cuprosus,Insular
Emballonura serii,Insular
Hypsugo vordermanni,Insular
Myotis anjouanensis,Insular
Hipposideros thomensis,Insular
Lasiurus insularis,Insular
Pteropus pelewensis,Insular
Pteropus cognatus,Insular
Pteropus ualanus,Insular
Styloctenium mindorensis,Insular
Plecotus sacrimontis,Insular
Scotophilus collinus,Insular
Erophylla bombifrons,Insular
Cynopterus luzoniensis,Insular
Dobsonia anderseni,Insular
Rhinolophus madurensis,Insular
Pteralopex flanneryi,Insular
Rousettus linduensis,Insular
Lasiurus minor,Insular
Neoromicia malagasyensis,Insular
Eptesicus japonensis,Insular
Nyctimene keasti,Insular
Myotis moluccarum,Insular
Nycticeius cubanus,Insular
Austronomus kuboriensis,Insular
